,u0,t0,te,phi,q,d
0,0.000496597103008,5.28982733254,16.1808839468,5.41356468819,0.833676032224,0.356240204988
1,0.000496597103008,5.28982733254,16.1808839468,5.41356468819,0.833676032224,0.356240204988
2,0.000496597103008,5.28982733254,16.1808839468,5.41356468819,0.833676032224,0.356240204988
3,0.000496597103008,5.28982733254,16.1808839468,5.41356468819,0.833676032224,0.356240204988
4,0.000496597103008,5.28982733254,16.1808839468,5.41356468819,0.833676032224,0.356240204988
5,0.000496597103008,5.28982733254,16.1808839468,5.41356468819,0.833676032224,0.356240204988
6,0.00112100613079,5.33305669884,16.3321079413,5.30518573504,0.835883108809,0.375792311384
7,0.00112100613079,5.33305669884,16.3321079413,5.30518573504,0.835883108809,0.375792311384
8,0.00112100613079,5.33305669884,16.3321079413,5.30518573504,0.835883108809,0.375792311384
9,0.00112100613079,5.33305669884,16.3321079413,5.30518573504,0.835883108809,0.375792311384
10,0.00112100613079,5.33305669884,16.3321079413,5.30518573504,0.835883108809,0.375792311384
11,0.00674048447142,5.22093869296,16.4469245813,5.35802144027,0.841034275172,0.379450113459
12,0.00674048447142,5.22093869296,16.4469245813,5.35802144027,0.841034275172,0.379450113459
13,0.00674048447142,5.22093869296,16.4469245813,5.35802144027,0.841034275172,0.379450113459
14,0.011825392674,5.3176880498,16.4249359769,5.39928248772,0.834675451385,0.398542866433
15,0.011825392674,5.3176880498,16.4249359769,5.39928248772,0.834675451385,0.398542866433
16,0.011825392674,5.3176880498,16.4249359769,5.39928248772,0.834675451385,0.398542866433
17,0.011825392674,5.3176880498,16.4249359769,5.39928248772,0.834675451385,0.398542866433
18,0.011825392674,5.3176880498,16.4249359769,5.39928248772,0.834675451385,0.398542866433
19,0.011825392674,5.3176880498,16.4249359769,5.39928248772,0.834675451385,0.398542866433
20,0.011825392674,5.3176880498,16.4249359769,5.39928248772,0.834675451385,0.398542866433
21,0.011825392674,5.3176880498,16.4249359769,5.39928248772,0.834675451385,0.398542866433
22,0.011825392674,5.3176880498,16.4249359769,5.39928248772,0.834675451385,0.398542866433
23,0.011825392674,5.3176880498,16.4249359769,5.39928248772,0.834675451385,0.398542866433
24,0.011825392674,5.3176880498,16.4249359769,5.39928248772,0.834675451385,0.398542866433
25,0.011825392674,5.3176880498,16.4249359769,5.39928248772,0.834675451385,0.398542866433
26,0.011825392674,5.3176880498,16.4249359769,5.39928248772,0.834675451385,0.398542866433
27,0.011825392674,5.3176880498,16.4249359769,5.39928248772,0.834675451385,0.398542866433
28,0.011825392674,5.3176880498,16.4249359769,5.39928248772,0.834675451385,0.398542866433
29,0.011825392674,5.3176880498,16.4249359769,5.39928248772,0.834675451385,0.398542866433
30,0.011825392674,5.3176880498,16.4249359769,5.39928248772,0.834675451385,0.398542866433
31,0.011825392674,5.3176880498,16.4249359769,5.39928248772,0.834675451385,0.398542866433
32,0.0105736660281,5.32388087712,16.3951871532,5.49049416359,0.826916503146,0.401959752422
33,0.0105736660281,5.32388087712,16.3951871532,5.49049416359,0.826916503146,0.401959752422
34,0.0105736660281,5.32388087712,16.3951871532,5.49049416359,0.826916503146,0.401959752422
35,0.0105736660281,5.32388087712,16.3951871532,5.49049416359,0.826916503146,0.401959752422
36,0.0105736660281,5.32388087712,16.3951871532,5.49049416359,0.826916503146,0.401959752422
37,0.0105736660281,5.32388087712,16.3951871532,5.49049416359,0.826916503146,0.401959752422
38,0.0105736660281,5.32388087712,16.3951871532,5.49049416359,0.826916503146,0.401959752422
39,0.0105736660281,5.32388087712,16.3951871532,5.49049416359,0.826916503146,0.401959752422
40,0.0105736660281,5.32388087712,16.3951871532,5.49049416359,0.826916503146,0.401959752422
41,0.0105736660281,5.32388087712,16.3951871532,5.49049416359,0.826916503146,0.401959752422
42,0.0105736660281,5.32388087712,16.3951871532,5.49049416359,0.826916503146,0.401959752422
43,0.0105736660281,5.32388087712,16.3951871532,5.49049416359,0.826916503146,0.401959752422
44,0.0105736660281,5.32388087712,16.3951871532,5.49049416359,0.826916503146,0.401959752422
45,0.0105736660281,5.32388087712,16.3951871532,5.49049416359,0.826916503146,0.401959752422
46,0.0105736660281,5.32388087712,16.3951871532,5.49049416359,0.826916503146,0.401959752422
47,0.0105736660281,5.32388087712,16.3951871532,5.49049416359,0.826916503146,0.401959752422
48,0.0105736660281,5.32388087712,16.3951871532,5.49049416359,0.826916503146,0.401959752422
49,0.0105736660281,5.32388087712,16.3951871532,5.49049416359,0.826916503146,0.401959752422
50,0.0105736660281,5.32388087712,16.3951871532,5.49049416359,0.826916503146,0.401959752422
51,0.0105736660281,5.32388087712,16.3951871532,5.49049416359,0.826916503146,0.401959752422
52,0.0105736660281,5.32388087712,16.3951871532,5.49049416359,0.826916503146,0.401959752422
53,0.0105736660281,5.32388087712,16.3951871532,5.49049416359,0.826916503146,0.401959752422
54,0.0105736660281,5.32388087712,16.3951871532,5.49049416359,0.826916503146,0.401959752422
55,0.0105736660281,5.32388087712,16.3951871532,5.49049416359,0.826916503146,0.401959752422
56,0.0105736660281,5.32388087712,16.3951871532,5.49049416359,0.826916503146,0.401959752422
57,0.0105736660281,5.32388087712,16.3951871532,5.49049416359,0.826916503146,0.401959752422
58,0.0105736660281,5.32388087712,16.3951871532,5.49049416359,0.826916503146,0.401959752422
59,0.0105736660281,5.32388087712,16.3951871532,5.49049416359,0.826916503146,0.401959752422
60,0.0105736660281,5.32388087712,16.3951871532,5.49049416359,0.826916503146,0.401959752422
61,0.0105736660281,5.32388087712,16.3951871532,5.49049416359,0.826916503146,0.401959752422
