,u0,t0,te
0,0.0102141367099,8.65617642435,7.42595999132
1,0.0102141367099,8.65617642435,7.42595999132
2,0.0755300511286,9.74883573543,8.75329471725
3,0.0755300511286,9.74883573543,8.75329471725
4,0.0665326068289,13.46661429,9.85956324408
5,0.0665326068289,13.46661429,9.85956324408
6,0.0665326068289,13.46661429,9.85956324408
7,0.0665326068289,13.46661429,9.85956324408
8,0.0665326068289,13.46661429,9.85956324408
9,0.0665326068289,13.46661429,9.85956324408
10,0.0665326068289,13.46661429,9.85956324408
11,0.0665326068289,13.46661429,9.85956324408
12,0.0665326068289,13.46661429,9.85956324408
13,0.0665326068289,13.46661429,9.85956324408
14,0.0665326068289,13.46661429,9.85956324408
15,0.071184965657,15.1790465087,9.44217939184
16,0.071184965657,15.1790465087,9.44217939184
17,0.071184965657,15.1790465087,9.44217939184
18,0.071184965657,15.1790465087,9.44217939184
19,0.071184965657,15.1790465087,9.44217939184
20,0.071184965657,15.1790465087,9.44217939184
21,0.071184965657,15.1790465087,9.44217939184
22,0.071184965657,15.1790465087,9.44217939184
23,0.071184965657,15.1790465087,9.44217939184
24,0.071184965657,15.1790465087,9.44217939184
25,0.071184965657,15.1790465087,9.44217939184
26,0.071184965657,15.1790465087,9.44217939184
27,0.071184965657,15.1790465087,9.44217939184
28,0.071184965657,15.1790465087,9.44217939184
29,0.071184965657,15.1790465087,9.44217939184
30,0.071184965657,15.1790465087,9.44217939184
31,0.071184965657,15.1790465087,9.44217939184
32,0.071184965657,15.1790465087,9.44217939184
33,0.071184965657,15.1790465087,9.44217939184
34,0.071184965657,15.1790465087,9.44217939184
35,0.071184965657,15.1790465087,9.44217939184
36,0.071184965657,15.1790465087,9.44217939184
37,0.071184965657,15.1790465087,9.44217939184
38,0.071184965657,15.1790465087,9.44217939184
39,0.0288843274078,15.1660636566,10.5814715152
40,0.0288843274078,15.1660636566,10.5814715152
41,0.0288843274078,15.1660636566,10.5814715152
42,0.0288843274078,15.1660636566,10.5814715152
43,0.0288843274078,15.1660636566,10.5814715152
44,0.0288843274078,15.1660636566,10.5814715152
45,0.0288843274078,15.1660636566,10.5814715152
46,0.0288843274078,15.1660636566,10.5814715152
47,0.0288843274078,15.1660636566,10.5814715152
48,0.0288843274078,15.1660636566,10.5814715152
49,0.0288843274078,15.1660636566,10.5814715152
50,0.0288843274078,15.1660636566,10.5814715152
51,0.0288843274078,15.1660636566,10.5814715152
52,0.0288843274078,15.1660636566,10.5814715152
53,0.0288843274078,15.1660636566,10.5814715152
54,0.0288843274078,15.1660636566,10.5814715152
55,0.0288843274078,15.1660636566,10.5814715152
56,0.0288843274078,15.1660636566,10.5814715152
57,0.0288843274078,15.1660636566,10.5814715152
58,0.0288843274078,15.1660636566,10.5814715152
59,0.0288843274078,15.1660636566,10.5814715152
60,0.0288843274078,15.1660636566,10.5814715152
61,0.0288843274078,15.1660636566,10.5814715152
62,0.0288843274078,15.1660636566,10.5814715152
63,0.0288843274078,15.1660636566,10.5814715152
64,0.0288843274078,15.1660636566,10.5814715152
65,0.0288843274078,15.1660636566,10.5814715152
66,0.0288843274078,15.1660636566,10.5814715152
67,0.0288843274078,15.1660636566,10.5814715152
68,0.0288843274078,15.1660636566,10.5814715152
69,0.0288843274078,15.1660636566,10.5814715152
70,0.0288843274078,15.1660636566,10.5814715152
71,0.0288843274078,15.1660636566,10.5814715152
72,0.0288843274078,15.1660636566,10.5814715152
73,0.0288843274078,15.1660636566,10.5814715152
74,0.0288843274078,15.1660636566,10.5814715152
75,0.0288843274078,15.1660636566,10.5814715152
76,0.0288843274078,15.1660636566,10.5814715152
77,0.0288843274078,15.1660636566,10.5814715152
78,0.0288843274078,15.1660636566,10.5814715152
79,0.0288843274078,15.1660636566,10.5814715152
80,0.0288843274078,15.1660636566,10.5814715152
81,0.0288843274078,15.1660636566,10.5814715152
82,0.0288843274078,15.1660636566,10.5814715152
83,0.0288843274078,15.1660636566,10.5814715152
84,0.0288843274078,15.1660636566,10.5814715152
85,0.0288843274078,15.1660636566,10.5814715152
86,0.0288843274078,15.1660636566,10.5814715152
87,0.0288843274078,15.1660636566,10.5814715152
88,0.0288843274078,15.1660636566,10.5814715152
89,0.0288843274078,15.1660636566,10.5814715152
90,0.0288843274078,15.1660636566,10.5814715152
91,0.0288843274078,15.1660636566,10.5814715152
