5265.81599238	1.0009633985	0.0051733552
5266.79964836	1.00355537	0.0051828937
5267.7905039	1.0074522905	0.0051972343
5268.83001206	1.0074522905	0.0051972343
5269.77626222	1.020520067	0.0052453238
5270.76541452	1.0152785089	0.0052260348
5271.84783242	1.00355537	0.0051828937
5272.76184717	0.9996692021	0.0064607407
5273.82090101	1.0009633985	0.0051733552
5274.78675721	1.0009633985	0.006466694
5275.83366772	1.0061521204	0.0051924497
5276.76848958	1.0074522905	0.0051972343
5276.89592792	1.0139711339	0.0052212237
5277.8049569	0.9906431268	0.0051353766
5278.77659881	1.0139711339	0.0065265296
5280.86783798	1.0048531473	0.0051876695
5281.77100203	1.0113599936	0.0052116147
5281.90578	0.9919290061	0.0051401086
5282.78346133	1.0022587874	0.0064726528
5283.73427578	1.0231480963	0.0065687436
5284.88682014	1.0178968741	0.0052356704
5285.72890602	1.0244639275	0.0065747964
5285.73577639	1.0139711339	0.0065265296
5286.74022982	1.0126649625	0.0065205212
5286.77656172	0.931559285	0.1269899254
5287.74941207	1.00355537	0.0051828937
5292.7938213	1.0061521204	0.0051924497
5292.809972	0.9449787149	0.0582462219
5293.80467473	1.0061521204	0.0051924497
5294.75185402	0.9996692021	0.0051685926
5294.78925554	0.9932160701	0.005144845
5294.82644706	1.00355537	0.0051828937
5294.85651828	1.0087536587	0.0052020234
5294.89628989	0.9919290061	0.0051401086
5295.75286407	1.0048531473	0.0051876695
5295.79123557	0.9983761972	0.0051638343
5295.82969708	1.0009633985	0.0051733552
5295.86763856	1.00355537	0.0051828937
5295.9072201	1.0061521204	0.0051924497
5296.7971642	1.0009633985	0.0051733552
5296.8316355	0.9932160701	0.005144845
5296.90916841	0.9867925876	0.0051212066
5297.79033081	0.9970843827	0.0051590804
5297.82836218	0.9945043202	0.0051495858
5297.86615355	0.9906431268	0.0051353766
5297.90526495	0.9932160701	0.005144845
5298.79124615	0.9983761972	0.0051638343
5298.82910746	0.9919290061	0.0051401086
5298.86704877	1.0061521204	0.0051924497
5298.90653012	0.9957937574	0.0051543309
5299.73809814	0.9816750576	0.0025511871
5299.77572938	1.0087536587	0.0052020234
5299.81349062	1.0257809712	0.0039485129
5299.89014314	1.0009633985	0.0051733552
5300.84689379	0.9970843827	0.0051590804
5300.88658503	1.033708758	0.0052938581
5300.92544624	0.9970843827	0.0051590804
5301.78042228	1.00355537	0.0051828937
5301.81775339	1.0022587874	0.0051781222
5301.85527451	0.9983761972	0.0051638343
5301.8955157	1.00355537	0.0051828937
5303.90319187	1.0009633985	0.0051733552
5304.74085338	0.9919290061	0.0064251358
5304.78018436	1.00355537	0.0051828937
5306.71362949	1.0022587874	0.0051781222
5306.77774088	1.0074522905	0.0051972343
5306.84085225	0.9970843827	0.0051590804
5306.88004309	1.010056226	0.0052068168
5306.91893392	0.9919290061	0.0051401086
5307.70341022	1.0087536587	0.0052020234
5307.76694149	1.0048531473	0.0051876695
5307.82833272	0.9970843827	0.0051590804
5307.8676835	1.0126649625	0.005216417
5307.90735429	1.0048531473	0.0051876695
5308.69469935	0.9996692021	0.0051685926
5308.75655049	0.9945043202	0.0051495858
5308.81808162	0.9983761972	0.0051638343
5308.85598231	0.9970843827	0.0051590804
5309.69246695	1.00355537	0.0064786171
5309.75750804	0.9919290061	0.0051401086
5309.82806922	0.9932160701	0.005144845
5309.87215995	0.9765763466	0.0050836109
5309.91052058	0.9983761972	0.0051638343
5310.67219263	0.9919290061	0.0051401086
5310.73814362	0.9983761972	0.0051638343
5310.79450447	0.9945043202	0.0051495858
5310.86995559	0.9791233541	0.0038197379
5310.90794616	0.9996692021	0.0051685926
5311.79334858	0.9996692021	0.0051685926
5311.85171936	1.0165870886	0.0052308504
5311.90063	0.9957937574	0.0051543309
5312.71497012	1.020520067	0.0065566547
5312.7643307	1.0061521204	0.0051924497
5312.80687119	1.0048531473	0.0064845869
5312.84665165	0.9919290061	0.0051401086
5312.89150217	1.0074522905	0.0051972343
5312.92864259	1.0022587874	0.0051781222
5313.80072187	0.9829526731	0.0063838447
5313.83972225	1.0009633985	0.006466694
5313.87995265	1.0009633985	0.006466694
5313.91778302	1.0087536587	0.0065025292
5314.68847999	1.0022587874	0.0064726528
5314.73092035	1.0009633985	0.006466694
5314.77059068	1.0113599936	0.0052116147
5314.80814099	1.010056226	0.0052068168
5314.86594146	1.00355537	0.0064786171
5314.90312176	0.9765763466	0.0063545136
5315.65716734	1.00355537	0.0077743405
5315.70592766	1.0087536587	0.0078030351
5315.75390798	1.0022587874	0.0064726528
5315.79143823	1.0009633985	0.006466694
5315.82931847	0.9932160701	0.0064310563
5315.86941873	1.0152785089	0.0078390522
5315.911409	1.0022587874	0.0064726528
5316.70240347	1.00355537	0.0077743405
5316.74744369	0.9906431268	0.0077030649
5316.78726388	0.9957937574	0.0077314964
5316.82648407	0.985511437	0.006395615
5316.88167433	1.0126649625	0.0117369382
5319.88487066	1.0218334765	0.0091877749
5319.92875063	1.0113599936	0.0091203257
5320.66493978	0.9842314659	0.0051117817
5320.70389971	0.9880749187	0.006407407
5320.74786962	0.9970843827	0.0051590804
5320.78532955	1.0009633985	0.0051733552
5320.82473947	0.9945043202	0.0051495858
5320.86701938	0.9932160701	0.005144845
5320.9044693	0.9893584314	0.0051306489
5321.66427713	0.9906431268	0.0064192208
5321.73221688	1.0087536587	0.0052020234
5321.77075674	0.9957937574	0.0051543309
5321.8099866	0.9996692021	0.0051685926
5321.85145644	1.0009633985	0.006466694
5321.88907629	0.985511437	0.006395615
5321.92630615	0.9842314659	0.0063897271
5322.71262251	1.0087536587	0.0052020234
5322.86019171	1.010056226	0.0052068168
5322.88540157	0.9957937574	0.0051543309
5322.92579134	0.9906431268	0.0051353766
5323.68311655	1.0126649625	0.0065205212
5323.74904609	1.0126649625	0.005216417
5323.78738582	1.0074522905	0.0051972343
5323.83064551	1.0061521204	0.0051924497
5323.87007522	1.0152785089	0.0052260348
5323.90753495	0.9906431268	0.0064192208
5323.94483467	1.0139711339	0.0078318355
5324.71184848	1.0009633985	0.0051733552
5324.75097814	1.0022587874	0.0051781222
5324.78834781	1.0009633985	0.006466694
5324.82871745	1.0061521204	0.0051924497
5324.8674471	1.0152785089	0.0052260348
5324.90477676	1.0061521204	0.0051924497
5325.65000954	0.9919290061	0.0051401086
5325.70417897	1.0061521204	0.0051924497
5325.74070859	1.0061521204	0.0051924497
5325.77902819	1.0087536587	0.0052020234
5325.81853777	1.0048531473	0.0051876695
5325.86602726	1.0074522905	0.0051972343
5325.90475685	1.0126649625	0.005216417
5325.94531641	1.0074522905	0.0090951601
5326.67901799	0.9932160701	0.005144845
5326.73969726	1.0113599936	0.0052116147
5326.7770868	1.010056226	0.0052068168
5326.81662631	1.0074522905	0.0051972343
5326.85487584	0.9957937574	0.0051543309
5326.89333536	1.0152785089	0.0052260348
5326.93206488	1.00355537	0.0051828937
5327.69317485	0.9996692021	0.0051685926
5327.76410386	1.0009633985	0.0051733552
5327.80299332	1.00355537	0.0051828937
5327.84129278	1.0087536587	0.0065025292
5327.88024223	0.9983761972	0.0051638343
5327.91837169	1.00355537	0.0051828937
5328.61508137	1.0113599936	0.0052116147
5328.68908023	1.0087536587	0.0052020234
5328.75795915	1.0244639275	0.0039448779
5328.79631855	1.0061521204	0.0051924497
5328.83704791	1.0022587874	0.0051781222
5328.87480731	1.0113599936	0.0052116147
5328.91258671	1.010056226	0.0052068168
5329.71277344	1.0126649625	0.005216417
5334.63520787	1.0022587874	0.0051781222
5334.70130618	1.0192078665	0.0052404949
5334.7820941	1.0061521204	0.0051924497
5334.84185255	1.0022587874	0.0051781222
5334.87955157	0.9983761972	0.0051638343
5334.92018051	1.00355537	0.0064786171
5335.72543897	1.0009633985	0.0051733552
5335.7646779	0.9996692021	0.0051685926
5335.8043268	0.9906431268	0.0051353766
5335.84372572	0.9983761972	0.0051638343
5335.88143467	0.9957937574	0.0064429137
5335.91912363	1.0139711339	0.0052212237
5336.79852859	0.9919290061	0.0051401086
5336.8629367	1.0022587874	0.0051781222
5336.92792479	0.9880749187	0.0051259256
5337.77446929	1.0087536587	0.0052020234
5337.81436806	1.0126649625	0.005216417
5337.85274687	0.9893584314	0.0051306489
5337.89068569	1.0009633985	0.0051733552
5337.9291345	0.9970843827	0.0064488505
5338.77197771	0.9702293166	0.0050602538
5338.81118644	0.9957937574	0.0077314964
5338.85247509	0.9932160701	0.0064310563
