u0,sig-u0,t0,sig-t0,te,sig-te,phi,sig-phi,q,sig-q,d,sig-d
0.0653455502301,0.0107834911969,513.569523381,2.89245010503,66.2208213909,0.749821668996,4.1742000893,0.100906673008,0.00307814916395,0.00137082933998,1.37257576172,0.00809501914308
