q,u0,sig-u0,t0,sig-t0,te,sig-te,phi,sig-phi,q,sig-q,d,sig-d
0.3,0.103828040139,0.00988466277984,15.0344875863,0.112617355617,10.6113679128,0.649645482621,0.846679593864,0.560915755544,0.0111655572093,0.0136379164995,0.616721714327,0.169104502582
0.5,0.190434991896,0.0071635827843,16.5642219113,0.305180459176,10.4200470753,0.167261101606,0.609984884229,0.0416571151916,0.0776580046539,0.0089534985779,0.989691351834,0.00711541398132
0.7,0.100395811033,0.00739438422383,14.9364356641,0.14373642633,10.1680243467,0.564814856399,0.781248388982,0.321551343519,0.0719837430263,0.0151528433547,0.26840826908,0.0944676415694
