,u0,t0,te,phi,q,d
50,0.415411211598,535.793828932,36.7838122948,239.893336446,0.0111505345461,0.794446040631
51,0.337597551989,533.320375221,39.2005722748,211.482337679,0.0146537564454,0.730704496621
52,0.289295743566,535.114686041,36.7546519434,203.176401546,0.0155648811527,0.719592373706
53,0.249159517685,533.823352139,39.7776184869,196.797337835,0.0306926898232,0.723606071113
54,0.114253293781,514.820169314,55.799161962,92.974865715,0.00505077082717,0.866046693473
55,0.0416530841894,515.890486312,55.6523170415,76.1152879956,0.00662713334344,0.903454920167
56,0.0541340874922,512.416540957,51.6285891142,77.2077341021,0.0371227840084,0.88569829169
57,0.062659802473,514.207776706,79.1254826473,92.0693233675,0.0456733561806,0.908590197062
58,0.122173266198,510.379371789,65.1458444522,80.6042103279,0.0399132245818,0.855732077242
59,0.11502699623,514.812012623,61.0494047883,89.9478450967,0.0319100367378,0.856822283068
60,0.116770064415,519.333464116,90.101277045,101.045727381,0.0573066799752,0.863896481873
61,0.0647936198611,506.499597086,88.6632571334,66.5339966629,0.0589630957852,0.883541416849
62,0.0232652904191,512.888425401,92.5122657707,85.5447365214,0.0651055387275,0.938056280161
63,0.0864271046575,508.071115415,82.3065635148,80.1634197689,0.0746926117114,0.886553314024
64,0.0969205151756,514.321066478,80.8575603005,117.21021577,0.0772146995757,0.902765129769
65,0.0815874828165,520.76009795,80.0467133702,103.462323189,0.0751739179525,0.887102399148
66,0.0637119437499,517.220897891,91.1114326954,51.6166049814,0.0674755364635,0.923652756042
67,0.0442514303164,515.900949796,98.2845532549,12.488593785,0.0662416803416,0.940551174335
68,0.105434413837,509.281420144,109.9961285,24.8744517157,0.0709972458956,0.898432545458
69,0.0285765996801,516.841648523,76.5456795474,82.6493469434,0.0561820665403,0.930745971372
70,0.102185372007,523.724821684,87.0685144602,106.484660458,0.0935944851303,0.877830732314
71,0.0453622717505,517.352586182,70.586220213,62.2789625744,0.10036278232,0.944335026577
72,0.0455190872954,511.437699836,66.3180698241,107.430193546,0.0906108857992,0.938938626141
