q,u0,sig-u0,t0,sig-t0,te,sig-te,phi,sig-phi,q,sig-q,d,sig-d
0.3,0.0933117873318,0.0104446968824,14.8365599033,0.0731029749516,10.1288503039,0.164846380061,1.0274782796,0.0528576118995,0.0205142757828,0.00573680665106,0.291927001718,0.0334610334735
0.5,0.0895405100108,0.0115842980831,14.8014934684,0.0957086057388,10.0225231953,0.0813082039829,1.04786092502,0.0678299236487,0.0152140624387,0.00282779223557,0.517194367404,0.00730949474265
0.7,0.0859357677742,0.0101915256085,14.6607524839,0.01458618615,9.99206734671,0.00110269427,1.12451276233,0.04613868798,0.00621973086945,0.00338707297577,0.695916162048,0.004028845706
